book_id;title;author;ara;year_published;num_pages;publisher;genre
3257228007;Das Parfum. Die Geschichte eines Mörders;Patrick Süskind;eng;1994;321;Diogenes;New Adult
747534934;Three Stories and a Reflection;Patrick Süskind;eng;1997;128;Bloomsbury Publishing PLC;New Adult
140105832;The Pigeon;Patrick Süskind;eng;1989;77;Penguin;New Adult
747566755;The Story of Mr Sommer;Patrick Süskind;eng;2003;128;Bloomsbury Publishing;New Adult
1585679500;On Love and Death;Patrick Süskind;eng;2006;80;The Overlook Press;New Adult
747537232;The Double-Bass (Bloomsbury Classics);Patrick Süskind;eng;1997;90;;New Adult
3110177595;Aisthetische Reduktionen;Frank Degler;eng;2014;393;de Gruyter;New Adult
4088732138;Bleach―ブリーチ― 1 [Burīchi 1] (Bleach, #1);Tite Kubo;eng;2002;189;Shueisha;New Adult
2723442276;Bleach, Tome 1: The Death and the Strawberry;Tite Kubo;eng;2003;192;Glénat;New Adult
1593600810;The Worm Ouroboros;E.R. Eddison;eng;2006;416;Cold Spring Press;New Adult
440410258;Escape from Fire Mountain (World of Adventure, #3);Gary Paulsen;eng;1995;80;Yearling;New Adult
553494155;Brian's Hunt (Brian's Saga, #5);Gary Paulsen;eng;2005;105;Laurel Leaf Library;New Adult
252073096;Chicago Blues: Portraits and Stories;David G. Whiteis;eng;2006;344;University of Illinois Press;New Adult
440227500;The River (Brian's Saga, #2);Gary Paulsen;eng;1998;160;Laurel Leaf Library;New Adult
440229359;How Angel Peterson Got His Name;Gary Paulsen;eng;2004;111;Yearling;New Adult
226305899;Blue Chicago: The Search for Authenticity in Urban Blues Clubs;David Grazian;eng;2005;328;University of Chicago Press;New Adult
553487884;The Time Hackers;Gary Paulsen;eng;2006;96;Yearling;New Adult
440419670;Tucket's Travels: Francis Tucket's Adventures In The West, 1847-1849 (The Tucket Adventures, #1-5);Gary Paulsen;eng;2003;560;Yearling;New Adult
306801450;Chicago Blues: The City and the Music;Mike  Rowe;eng;1981;226;Da Capo Press;New Adult
9962512790;Chicago Blues: As Seen from the Inside;Raebum Flerlage;eng;2000;180;ECW Press;New Adult
156001454;Winterdance: The Fine Madness of Running the Iditarod;Gary Paulsen;eng;1995;272;Mariner Books;New Adult
1572436336;Out of the Blue: The Remarkable Story of the 2003 Chicago Cubs;Chicago Tribune;eng;2004;128;Triumph Books;New Adult
1893121194;Today's Chicago Blues;Karen Hanson;eng;2007;238;Lake Claremont Press;New Adult
385321988;Brian's Winter;Gary Paulsen;eng;1996;133;Delacorte Books for Young Readers;New Adult
3791323008;Down at Theresa's: Chicago Blues: The Photographs of Marc PoKempner;Wolfgang Schorlau;eng;2000;100;Prestel Publishing;New Adult
440414717;My Life in Dog Years;Gary Paulsen;eng;1999;137;Yearling;New Adult
439786614;The Crossing;Gary Paulsen;eng;2006;128;Scholastic Paperbacks;New Adult
375757325;Robinson Crusoe;Daniel Defoe;eng;2001;320;Modern Library;New Adult
439236215;Robinson Crusoe (Scholastic Junior Classics);Edward W. Dolch;eng;2001;128;Scholastic Paperbacks;New Adult
486404889;A General History of the Pyrates;Daniel Defoe;eng;1999;733;Dover Publications;New Adult
141439920;The Storm;Daniel Defoe;eng;2005;272;Penguin Classics;New Adult
375757899;A Journal of the Plague Year;Daniel Defoe;eng;2001;250;Modern Library;New Adult
199261547;Daniel Defoe: Master of Fictions: His Life and Ideas;Maximillian E. Novak;eng;2003;786;Oxford University Press, USA;New Adult
520238958;Huck Finn & Tom Sawyer among the Indians & Other Unfinished Stories (Mark Twain Library);Mark Twain;eng;2003;389;University of California Press;New Adult
517550571;The Further Adventures of Huck Finn;Greg Matthews;eng;1988;500;Random House Value Publishing;New Adult
1555176801;Huck Finn and Tom Sawyer Among the Indians;Mark Twain;eng;2003;277;Council Press;New Adult
1883011884;Huck Finn/Pudd'nhead Wilson/No 44 Mysterious Stranger other Writings;Mark Twain;eng;2000;808;Library of America;New Adult
742545202;Huck Finn's 'hidden' Lessons: Teaching and Learning Across the Color Line;Sharon E. Rush;eng;2006;173;Rowman & Littlefield Publishers;New Adult
395980780;Adventures of Huckleberry Finn;Mark Twain;eng;2000;400;Houghton Mifflin Company;New Adult
142437174;The Adventures of Huckleberry Finn;Mark Twain;eng;2002;327;Penguin Classics;New Adult
393020398;The Annotated Huckleberry Finn;Mark Twain;eng;2001;656;W. W. Norton  Company;New Adult
486406644;The Wit and Wisdom of Mark Twain;Mark Twain;eng;1998;64;Dover Publications;New Adult
520242459;Mark Twain's Helpful Hints for Good Living: A Handbook for the Damned Human Race;Mark Twain;eng;2004;221;University of California Press;New Adult
553211951;The Complete Short Stories of Mark Twain;Mark Twain;eng;1984;848;Bantam Classics;New Adult
684824396;The Bible According to Mark Twain;Mark Twain;eng;1996;416;Simon  Schuster;New Adult
743249011;Mark Twain;Ron Powers;eng;2006;736;Free Press;New Adult
60955422;The Autobiography of Mark Twain;Mark Twain;eng;2000;508;Harper Perennial;New Adult
940450739;Collected Tales, Sketches, Speeches, & Essays 1891–1910;Mark Twain;eng;1992;1050;Library of America;New Adult
1419103776;A Tramp Abroad;Mark Twain;eng;2004;372;Kessinger Publishing;New Adult
60594527;Lost Horizon;James Hilton;eng;2004;241;Harper Perennial;New Adult
375757309;In an Uncertain World: Tough Choices from Wall Street to Washington;Robert E. Rubin;eng;2004;472;Random House Trade Paperbacks;New Adult
793565057;Robert Johnson - King of the Delta Blues: Guitar Transcriptions and Detailed Lessons for 29 Songs;Dave Rubin;eng;2000;72;Hal Leonard Publishing Corporation;New Adult
1585743976;On the Beaten Path: An Appalachian Pilgrimage;Robert Alden Rubin;eng;2001;256;The Lyons Press;New Adult
1406501026;Hospital Sketches;Louisa May Alcott;eng;2005;80;Dodo Press;New Adult
1589199502;Louisa May Alcott's Christmas Treasury;Louisa May Alcott;eng;2002;282;David C Cook;New Adult
1404328645;Rose in Bloom;Louisa May Alcott;eng;2002;252;IndyPublish.com;New Adult
1555534171;Louisa May Alcott: A Biography: With an Introduction to the New Edition;Madeleine B. Stern;eng;1999;422;Northeastern University Press;New Adult
822549387;Louisa May Alcott (Biography (a & E));Amy Ruth Allen;eng;1998;128;Lerner Publications;New Adult
766174395;Louisa May Alcott: Her Life, Letters and Journals;Louisa May Alcott;eng;2003;420;Kessinger Publishing;New Adult
820319503;The Journals of Louisa May Alcott;Louisa May Alcott;eng;1997;400;University of Georgia Press;New Adult
595187226;"Louisa May Alcott and ""Little Women"": Biography, Critique, Publications, Poems, Songs, and Contemporary Relevance";Gloria T. Delamar;eng;2001;350;Backinprint.com;New Adult
486407845;The Secret Garden;Frances Hodgson Burnett;eng;1999;256;Dover Publications;New Adult
671019872;My Secret Garden: Women's Sexual Fantasies;Nancy Friday;eng;2003;361;Pocket Books;New Adult
1572705221;Secret Garden;Frances Hodgson Burnett;eng;2006;0;AudioGO;New Adult
813538254;Frances Hodgson Burnett: The Unexpected Life of the Author of the Secret Garden;Gretchen Holbrook Gerzina;eng;2006;384;Rutgers University Press;New Adult
142437018;A Little Princess;Frances Hodgson Burnett;eng;2002;242;Penguin Books;New Adult
822596105;Frances Hodgson Burnett: Beyond the Secret Garden;Angelica Shirley Carpenter;eng;2005;128;Lerner Publishing Group;New Adult
810852888;In the Garden: Essays in Honor of Frances Hodgson Burnett;Angelica Shirley Carpenter;eng;2006;261;Scarecrow Press;New Adult
879237902;Waiting for the Party: The Life of Frances Hodgson Burnett, 1849-1924;Ann Thwaite;eng;1994;274;David R. Godine Publisher;New Adult
689869746;The Racketty-Packetty House;Frances Hodgson Burnett;eng;2006;96;Simon  Schuster Books for Young Readers;New Adult
60277408;The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnett's The Secret Garden;Amy Cotler;eng;1999;128;Festival;New Adult
306811618;Privileged Son: Otis Chandler And The Rise And Fall Of The L.a. Times Dynasty;Dennis McDougal;eng;2002;528;Da Capo Press;New Adult
760310858;American Muscle: Muscle Cars from the Otis Chandler Collection;Randy Leffingwell;eng;2001;191;Motorbooks International;New Adult
307262901;Barnaby Rudge;Charles Dickens;eng;2005;920;Everyman's Library;New Adult
1419105833;American Notes For General Circulation;Charles Dickens;eng;2004;236;Kessinger Publishing;New Adult
465081452;Basic Economics: A Citizen's Guide to the Economy;Thomas Sowell;eng;2003;448;Basic Books;New Adult
465002609;Basic Economics: A Common Sense Guide to the Economy;Thomas Sowell;eng;2007;627;Basic Books (AZ);New Adult
742554309;Economic Literacy: Basic Economics with an Attitude;Frederick S. Weaver;eng;2006;269;Rowman & Littlefield Publishers;New Adult
1561835684;Advanced Placement Economics: Microeconomics: Student Activities;John S. Morton;eng;2009;312;Council for Economic Education;New Adult
415700086;Advanced Mathematical Economics;Rakesh V. Vohra;eng;2005;208;Routledge;New Adult
713500158;Yugoslavia: Patterns of Economic Activity;F.E. Ian Hamilton;eng;1968;384;Bell Pub. Co.;New Adult
891584994;Agricultural Geography;Leslie Symons;eng;1979;285;Westview Press;New Adult
300113161;On Classical Economics;Thomas Sowell;eng;2006;320;Yale University Press;New Adult
1594030863;Black Rednecks and White Liberals;Thomas Sowell;eng;2005;372;Encounter Books;New Adult
465081436;Applied Economics: Thinking Beyond Stage One;Thomas Sowell;eng;2003;256;Basic Books;New Adult
465037380;Knowledge And Decisions;Thomas Sowell;eng;1996;422;Basic Books;New Adult
817992626;Is Reality Optional? and Other Essays;Thomas Sowell;eng;1993;192;Hoover Institution Press;New Adult
465089950;The Vision of the Anointed: Self-Congratulation as a Basis for Social Policy;Thomas Sowell;eng;1996;320;Basic Books;New Adult
817995820;Barbarians inside the Gates and Other Controversial Essays;Thomas Sowell;eng;1999;267;Hoover Institution Press;New Adult
817947523;Ever Wonder Why? and Other Controversial Essays;Thomas Sowell;eng;2006;460;Hoover Institution Press;New Adult
465081428;A Conflict of Visions: Ideological Origins of Political Struggles;Thomas Sowell;eng;2002;304;Basic Books;New Adult
744520053;Sir Gawain and the Green Knight;Selina Shirley Hastings;eng;1991;29;Walker Books Ltd;New Adult
916856593;Alcoholics Anonymous;Alcoholics Anonymous;eng;1993;250;Alcoholics Anonymous World Services Inc;New Adult
960989862;The Twelve Steps & Twelve Traditions of Overeaters Anonymous;Overeaters Anonymous;eng;1993;221;Overeaters Anonymous, Incorporated;New Adult
894869051;Twelve Steps for Overeaters: An Interpretation of the Twelve Steps of Overeaters Anonymous;Elisabeth L.;eng;1993;144;Hazelden Publishing;New Adult
894864475;Staying Clean: Living Without Drugs;Anonymous;eng;1987;72;Hazelden;New Adult
395530075;The Natural Way to Draw;Kimon Nicolaides;eng;1990;240;Mariner Books;New Adult
471490881;Prescription for Natural Cures;James F. Balch;eng;2004;724;John Wiley & Sons;New Adult
15795497300;Dr. Pitcairn's Complete Guide to Natural Health for Dogs & Cats;Richard H. Pitcairn;eng;2005;464;Rodale Books;New Adult
962741809;Natural Hormone Replacement: The Safe and Natural Menopause Treaatment Alternative...;Jonathan V. Wright;eng;1997;128;Smart Publications;New Adult
618479031;Natural Health, Natural Medicine;Andrew Weil;eng;2004;448;Mariner Books;New Adult
374529388;The Fixer;Bernard Malamud;eng;2004;335;Farrar Straus Giroux;New Adult
374525757;The Complete Stories;Bernard Malamud;eng;1998;656;Farrar, Straus and Giroux;New Adult
374504849;The Assistant;Bernard Malamud;eng;2003;246;Farrar Straus and Giroux;New Adult
374529671;God's Grace;Bernard Malamud;eng;2005;240;Farrar, Straus and Giroux;New Adult
878054901;Conversations with Bernard Malamud (Literary Conversations);Lawrence M. Lasher;eng;1991;184;University Press of Mississippi;New Adult
374528829;Dubin's Lives;Bernard Malamud;eng;2003;368;Farrar, Straus and Giroux;New Adult
374521026;The Tenants;Bernard Malamud;eng;2003;248;Farrar, Straus and Giroux;New Adult
1406807192;The Enchanted April;Elizabeth von Arnim;eng;2006;160;Echo Library;New Adult
822219751;Enchanted April: Acting Edition;Matthew Barber;eng;2004;73;Dramatists Play Service;New Adult
1594621500;The Enchanted April (1922);Elizabeth von Arnim;eng;2006;368;Book Jungle;New Adult
1594621829;Elizabeth and Her German Garden;Elizabeth von Arnim;eng;2006;264;Book Jungle;New Adult
820468991;Das Kaiserreich in Zeitromanen Von Hedwig Dohm Und Elizabeth Von Arnim;Katrin Komm;eng;2003;267;Peter Lang Publishing;New Adult
1406807184;Elizabeth and her German Garden;Elizabeth von Arnim;eng;2006;84;Echo Library;New Adult
3458334220;April, May und June;Elizabeth von Arnim;eng;1995;88;Insel, Frankfurt;New Adult
1406807230;The Solitary Summer;Elizabeth von Arnim;eng;2006;72;Echo Library;New Adult
1420925431;A Room with a View;E.M. Forster;eng;2005;119;Digireads.com;New Adult
451521412;A Room with a View / Howards End;E.M. Forster;eng;1986;449;Signet;New Adult
1560371706;Glacier's Historic Hotels & Chalets: View with a Room;Ray Djuff;eng;2001;168;Farcountry Press;New Adult
866361901;Rooms with a View: Two Decades of Outstanding American Interior Design from Kips Bay Decorator Show Houses;Chris Casson Madden;eng;2010;191;PBC International;New Adult
825631289;Rooms with a View;Herbert H. Wise;eng;1978;95;Putnam Publishing Group;New Adult
472108735;Rooms with a View: The Stages of Community in the Modern Theater;Richard Lewis Barr;eng;1998;240;University of Michigan Press;New Adult
786706236;Great Novels and Short Stories of E. M. Forster;E.M. Forster;eng;1999;902;Da Capo Press;New Adult
811202100;E.M. Forster: Critical Guidebook;Lionel Trilling;eng;1971;208;New Directions;New Adult
141441488;The Longest Journey;E.M. Forster;eng;2006;396;Penguin Classics;New Adult
486424545;Howards End;E.M. Forster;eng;2002;246;Dover Publications;New Adult
393310329;Maurice;E.M. Forster;eng;2005;256;W. W. Norton  Company;New Adult
156286513;E. M. Forster: A Life;P.N. Furbank;eng;1994;648;Mariner Books;New Adult
385314698;The Sixteen Pleasures;Robert Hellenga;eng;1995;384;Delta;New Adult
1416927190;Phil Gordon's Little Blue Book: More Lessons and Hand Analysis in No Limit Texas Hold'em;Phil Gordon;eng;2006;416;Gallery Books;New Adult
1416903674;Phil Gordon's Little Green Book: Lessons and Teachings in No Limit Texas Hold'em;Phil Gordon;eng;2005;320;Gallery Books;New Adult
1594200939;Revolutionary Characters: What Made the Founders Different;Gordon S. Wood;eng;2006;336;Penguin Press HC, The;New Adult
1416936424;Phil Gordon's Poker Box Set: Phil Gordon's Little Black Book, Phil Gordon's Little Green Book, Phil Gordon's Little Blue Book;Phil Gordon;eng;2006;928;Simon Spotlight Entertainment;New Adult
764598783;Gordon Ramsay Makes It Easy;Gordon Ramsay;eng;2005;256;Houghton Mifflin Harcourt;New Adult
439847796;The Rescue (Kidnapped, #3);Gordon Korman;eng;2006;140;Scholastic Books;New Adult
916291049;Wilfrid Gordon McDonald Partridge;Mem Fox;eng;1985;32;Kane/Miller Book Publishers;New Adult
194346560;Listen for It: A Task-Based Listening Course;Jack C. Richards;eng;1995;88;Oxford University Press, USA;New Adult
810946297;Deborah Butterfield;Robert Gordon;eng;2003;180;Harry N. Abrams;New Adult
471379590;Getting Pregnant the Natural Way: The 6-Step Natural Fertility Program Integrating Nutrition, Herbal Therapy, Movement Therapy, Massage, and Mind-Body Techniques;D.S. Feingold;eng;2000;272;Wiley;New Adult
471379581;Breast Health the Natural Way;Deborah R. Mitchell;eng;2001;290;Wiley;New Adult
380777584;Runaway Bride;Deborah  Gordon;eng;1994;390;Avon;New Adult
194353516;Springboard 1;Deborah Gordon;eng;1997;150;Oxford University Press, USA;New Adult
471417033;Perimenopause the Natural Way;Deborah Gordon;eng;2000;240;Wiley;New Adult
1559631341;Steering a New Course: Transportation, Energy, and the Environment;Deborah Gordon;eng;1991;259;Island Press;New Adult
393321320;Ants at Work: How an Insect Society is Organized;Deborah M. Gordon;eng;2000;192;W. W. Norton  Company;New Adult
1860460585;The Bridge over the Drina;Ivo Andrić;eng;1995;314;The Harvill Press;New Adult
750000333;Drina Dances in Paris;Jean Estoril;eng;1991;194;Simon and Schuster;New Adult
750005947;Drina Ballerina;Jean Estoril;eng;1991;188;Hodder;New Adult
2253933210;Le Pont sur la Drina;Ivo Andrić;eng;1999;384;Livre de Poche;New Adult
750012633;Drina Dances in Italy;Jean Estoril;eng;1992;191;Hodder;New Adult
750002468;Drina Goes on Tour;Jean Estoril;eng;1991;188;Simon and Schuster;New Adult
750002425;Drina Dances in Madeira;Jean Estoril;eng;1991;164;Simon and Schuster;New Adult
198183607;The Poetical Works of Christopher Smart: Volume VI: A Poetical Translation of the Fables of Phaedrus;Christopher Smart;eng;1996;176;Clarendon Press;New Adult
1420926845;Phaedrus/Apology/Crito/Symposium;Plato;eng;2006;144;Digireads.com;New Adult
773458581;Tragedy And The Philosophical Life: A Response To Martha Nussbaum;Martha C. Beck;eng;2006;489;Edwin Mellen Pr;New Adult
226326810;Aesop's Human Zoo: Roman Stories about Our Bodies;Phaedrus;eng;2004;128;University of Chicago Press;New Adult
3766151088;Fabeln. Text/ Kommentar. (Lernmaterialien);Phaedrus;eng;2001;80;Buchner;New Adult
2253933211;Fabelbuch / Liber Fabularum.;Phaedrus;eng;1975;240;Reclam, Ditzingen;New Adult
971309779;Nineveh and Its Remains, Volume 1;Austen Henry Layard;eng;2001;399;Gorgias Press;New Adult
521858470;The Unity of Plato's 'gorgias';Devin Stauffer;eng;2006;191;Cambridge University Press;New Adult
971309752;Short History of Syriac Literature;William     Wright;eng;2001;296;Gorgias Press;New Adult
971309728;The Earliest Life of Christ Ever Complied from the Four Gospels: Being the Diatessaron of Tatian (Gorgias Reprint);Tatian the Assyrian;eng;2001;248;Gorgias Press;New Adult
1573920622;Protagoras/Philebus/Gorgias;Plato;eng;1996;208;Prometheus Books;New Adult
1593331495;Teacher of Holiness: The Holy Spirit in Origen's Commentary on the Epistle to the Romans;Maureen Beyer Moser;eng;2005;248;Gorgias Press;New Adult
300044887;The Dialogues of Plato, Volume 1: Euthyphro, Apology, Crito, Meno, Gorgias, Menexenus;Plato;eng;1989;352;Yale University Press;New Adult
1931956057;The Syriac Church and Fathers;De Lacy O'Leary;eng;2002;160;Gorgias Press;New Adult
22545933210;Platon: Sämtliche Werke - Band 1;Plato;eng;1994;617;Rowohlt;New Adult
1593330243;The Gorgias of Plato;Plato;eng;2002;236;Gorgias Press;New Adult
1593332106;The Phoenician Solar Theology: An Investigation Into the Phoenician Opinion of the Sun Found in Julian's Hymn to King Helios;Joseph Azize;eng;2005;348;Gorgias Press;New Adult
1931956723;Eros and Ritual in Ancient Literature: Singing of Atalanta, Daphnis and Orpheus;Evangelia Anagnostou-Laoutides;eng;2013;616;Gorgias Press;New Adult
1593331940;Bishop Lists: Formation of Apostolic Succession of Bishops in Ecclesiastical Crises;Robert Lee Williams;eng;2005;288;Gorgias Press;New Adult
1593332009;Man and the Theogony in the Lurianic Cabala;Daphne Freedman;eng;2006;228;Gorgias Press;New Adult
1593332289;Blessed Is He Who Has Brought Adam from Sheol;Thomas Buchan;eng;2004;412;Gorgias Press;New Adult
1593332297;Ritual Dynamic Structure;Roy E. Gane;eng;2009;398;Gorgias Press;New Adult
1593330987;Collected Papers in Greek and Georgian Textual Criticism;J. Neville Birdsall;eng;2006;312;Gorgias Press;New Adult
971309760;My Nestorian Adventure in China: A Popular Account of the Holm-Nestorian Expedition to Sian-Fu and Its Results;Frits Holm;eng;2001;335;Gorgias Press;New Adult
415146429;The Birth Of Rhetoric: Gorgias, Plato And Their Successors;Robert Wardy;eng;1996;197;Routledge;New Adult
486427595;Gorgias/Timaeus;Plato;eng;2003;256;Dover Publications;New Adult
674993381;Minor Works: On Colours/On Things Heard/Physiognomics/On Plants/On Marvellous Things Heard/Mechanical Problems/On Indivisible Lines/The...Gorgias;Aristotle;eng;1963;528;Loeb Classical Library 307;New Adult
2130483755;L'éloge Paradoxal: De Gorgias À Molière;Patrick Dandrey;eng;1997;340;Presses Universitaires de France;New Adult
64916880;Morality and the Inner Life: A Study in Plato's Gorgias;İlham Dilman;eng;1979;205;Barnes & Noble;New Adult
3402022265;Gorgias. Text (Lernmaterialien);Plato;eng;2001;148;Aschendorff, Münster;New Adult
312680872;Rhetorical Stance in Modern Literature: Allegories of Love and Death;Lynette Hunter;eng;1984;139;St. Martin's Press;New Adult
195070178;Rhetoric, Comedy, and the Violence of Language in Aristophanes' Clouds;Daphne O'Regan;eng;1992;224;Oxford University Press, USA;New Adult
872203603;Aristophanes I: Clouds/Wasps/Birds;Aristophanes;eng;1998;480;Hackett Publishing Company, Inc. (USA);New Adult
1566632242;The Trojan Women;Euripides;eng;1999;64;Ivan R. Dee Publisher;New Adult
521280478;Euripides: Helen, the Trojan Women, the Bacchae;Euripides;eng;1981;176;Cambridge University Press;New Adult
856682292;Euripides: Trojan Women;Shirley A. Barlow;eng;1986;242;Liverpool University Press;New Adult
198150938;Hecuba, Trojan Women, Andromache;Euripides;eng;2001;232;Oxford University Press, USA;New Adult
226307751;Greek Tragedies, Volume 2;David Grene;eng;1960;304;University Of Chicago Press;New Adult
948230657;Women of Troy/Hecuba/Helen: Three Plays;Euripides;eng;1994;224;Oberon Books;New Adult
1854597132;Women of Troy;Euripides;eng;2003;128;Nick Hern Books;New Adult
521464900;Euripidean Polemic: The Trojan Women and the Function of Tragedy;Neil T. Croally;eng;1994;328;Cambridge University Press;New Adult
824802870;Molokai (Pacific Classics, No. 4) (Pacific Classics, # 4);O.A. Bushnell;eng;1975;539;University of Hawaii Press;New Adult
935180737;Majestic Molokai: A Nature Lover's Guide;Cameron Kepler;eng;1992;144;Mutual Publishing;New Adult
1566910579;Maui Handbook: Including Molokai and Lanai;Joe D. Bisignani;eng;1994;420;Moon Travel Handbooks;New Adult
824809203;Holy Man: Father Damien of Molokai;Gavan Daws;eng;1984;312;University of Hawaii Press;New Adult
312304358;Moloka'i (Moloka'i #1);Alan Brennert;eng;2004;405;St. Martin's Griffin;New Adult
812531884;Time and Chance;Alan Brennert;eng;1990;338;Tor Books;New Adult
1563890186;Batman: Holy Terror;Alan Brennert;eng;1996;46;DC Comics;New Adult
812531957;Her Pilgrim Soul;Alan Brennert;eng;1992;256;Tor Books;New Adult
1416600302;Teaching with the Brain in Mind;Eric Jensen;eng;2005;186;Association for Supervision & Curriculum Development;New Adult
60988479;The Mind and the Brain: Neuroplasticity and the Power of Mental Force;Jeffrey M. Schwartz;eng;2003;432;Harper Perennial;New Adult
674576330;Minds, Brains and Science;John Rogers Searle;eng;1986;112;Harvard University Press;New Adult
1840466383;Introducing Mind and Brain (Introducing...);Angus Gellatly;eng;2001;176;Totem Books;New Adult
553380303;Baby Minds: Brain-Building Games Your Baby Will Love;Linda Acredolo;eng;2000;240;Bantam;New Adult
871205149;Arts with the Brain in Mind;Eric Jensen;eng;2001;182;ASCD;New Adult
1890460060;Music with the Brain in Mind;Eric Jensen;eng;2000;122;Brain Store;New Adult
1572306521;Minds, Brains, and Learning: Understanding the Psychological and Educational Relevance of Neuroscientific Research;James P. Byrnes;eng;2001;214;The Guilford Press;New Adult
767916158;Your Child's Growing Mind: Brain Development and Learning From Birth to Adolescence;Jane M. Healy;eng;2004;432;Harmony;New Adult
1840460849;Introducing Mind & Brain;Angus Gellatly;eng;1999;176;Totem Books;New Adult
553383825;Eva Luna;Isabel Allende;eng;2005;320;Dial Press;New Adult
743217187;The Stories of Eva Luna;Isabel Allende;eng;2001;352;Scribner;New Adult
70013561;Diez Cuentos de Eva Luna Con Guia de Comprension y Repaso de Gramatica;Isabel Allende;eng;1994;256;McGraw-Hill Humanities/Social Sciences/Languages;New Adult
2253062065;Les Contes d'Eva Luna;Isabel Allende;eng;1992;336;Le Livre de Poche;New Adult
60816198;El bosque de los pigmeos;Isabel Allende;eng;2005;304;HarperCollins Espanol;New Adult
61161535;Inés of My Soul;Isabel Allende;eng;2006;321;Harper;New Adult
60951303;La casa de los espíritus;Isabel Allende;eng;2001;454;HarperCollins Espanol;New Adult
60951273;El plan infinito;Isabel Allende;eng;2002;336;Harper Perennial;New Adult
60591714;El reino del dragón de oro;Isabel Allende;eng;2004;432;HarperCollins Espanol;New Adult
60535032;City of the Beasts (Eagle and Jaguar, #1);Isabel Allende;eng;2004;408;Rayo;New Adult
70653380;The Articulate Executive: Learn to Look, ACT, and Sound Like a Leader;Granville N. Toogood;eng;1997;192;McGraw-Hill;New Adult
71457887;The Articulate Executive in Action: How the Best Leaders Get Things Done;Granville N. Toogood;eng;2005;177;McGraw-Hill Companies;New Adult
571219764;Self;Yann Martel;eng;2003;331;Faber  Faber;New Adult
3518399608;Die Brücke über die Drina;Ivo Andrić;eng;2003;407;Suhrkamp;New Adult
750002441;Drina Dances in Switzerland;Jean Estoril;eng;1993;188;Hodder Children's Books;New Adult
8487303218;Puentes Rotos Sobre El Drina: Conflictos Nacionales En Ex Yugoslavia;Javier Villanueva;eng;1994;246;Tercera Prensa;New Adult
2020340267;Considérations Salutaires Sur Le Désastre De Srebrenica: Essai;Yves Laplace;eng;1998;187;Seuil;New Adult
553579517;Cooking Without a Grain of Salt: Helpful Hints and Tasty Recipes for Creating Delicious Low Salt Meals for Your Whole Family;Elma W. Bagg;eng;1998;368;Bantam;New Adult
399239987;The Story of Salt;Mark Kurlansky;eng;2006;48;G.P. Putnam's Sons Books for Young Readers;New Adult
679643354;Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea;Mark Kurlansky;eng;2006;203;Modern Library;New Adult
345476395;The Big Oyster: History on the Half Shell;Mark Kurlansky;eng;2007;307;Random House Trade;New Adult
345448197;Boogaloo on 2nd Avenue;Mark Kurlansky;eng;2006;319;Random House Trade;New Adult
140275010;Cod: A Biography of the Fish That Changed the World;Mark Kurlansky;eng;1998;294;Penguin Books;New Adult
345455827;1968: The Year That Rocked the World;Mark Kurlansky;eng;2005;480;Random House Trade Paperbacks;New Adult
345448146;A Chosen Few: The Resurrection of European Jewry (Reader's Circle);Mark Kurlansky;eng;2002;456;Ballantine Books;New Adult
140298517;The Basque History of the World: The Story of a Nation;Mark Kurlansky;eng;2001;400;Penguin Books;New Adult
399234764;The Cod's Tale;Mark Kurlansky;eng;2001;48;G.P. Putnam's Sons Books for Young Readers;New Adult
810992906;Burning Man: Art in the Desert;A. Leo Nash;eng;2007;160;Harry N. Abrams;New Adult
872864847;Wonderous Mushroom: Sacred Mushrooms in Mexico and Mesoamerica;R. Gordon Wasson;eng;2008;304;City Lights Books;New Adult
1890447170;Open City 6: The Only Woman He Ever Left;Open City Magazine;eng;2000;200;Grove Press, Open City Books;New Adult
1890447200;Open City #9: Bewitched;Open City Magazine;eng;2000;256;Grove Press, Open City Books;New Adult
201699478;Crystal Clear: A Human-Powered Methodology for Small Teams;Alistair Cockburn;eng;2004;312;Addison-Wesley Professional;New Adult
613359607;Harry Potter Y La Piedra Filosofal (Harry Potter, #1);J.K. Rowling;eng;2001;254;Turtleback Books;New Adult
757992307;Selected Themes from the Motion Picture Harry Potter and the Sorcerer's Stone (Solo, Duet, Trio): Flute;Victor López;eng;2001;16;Alfred Music;New Adult
141185473;Angle of Repose;Wallace Stegner;eng;2000;557;Penguin Classics;New Adult
970245203;The Angle of Repose: Four American Photographers in Egypt;Lynn Davis;eng;2002;60;LaSalle Bank;New Adult
1590582632;Iron Ties;Ann  Parker;eng;2006;584;Poisoned Pen Press;New Adult
1590582780;Silver Lies (Silver Rush, #1);Ann  Parker;eng;2006;410;Poisoned Pen Press;New Adult
321344758;Don't Make Me Think: A Common Sense Approach to Web Usability;Steve Krug;eng;2005;201;New Riders Publishing;New Adult
761972013;Communication, Technology and Cultural Change;Gary J. Krug;eng;2005;256;Sage Publications Ltd;New Adult
1555811272;Principles of Virology: Molecular Biology, Pathogenesis, and Control;S. Jane Flint;eng;1999;804;ASM Press;New Adult
3540407286;Islands, Mounds, And Atoms: Patterns And Processes In Crystal Growth Far From Equilibrium;T. Michely;eng;2003;315;Springer;New Adult
